election_year,state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,election_result_id,state_id
2014,Telangana,Mahabubabad,"Ponaka Sammakka",F,36,ST,IND,"Cup & Saucer",3443,0,3443,1387288,4860,NULL
2014,Telangana,Mahabubabad,"Balunayak Bhukya",M,34,ST,IND,"Gas Cylinder",3091,0,3091,1387288,4861,NULL
2014,Telangana,Mahabubabad,"Metla Papaiah",M,62,ST,IND,BUCKET,3882,43,3925,1387288,4862,NULL
2014,Telangana,Mahabubabad,"Laxman Bukya",M,38,ST,IND,Ring,14029,5,14034,1387288,4863,NULL
2014,Telangana,Mahabubabad,"Laxminarayana Borra",M,38,ST,IND,"Gas Stove",5879,0,5879,1387288,4864,NULL
2014,Telangana,Mahabubabad,NOTA,Unknown,46,Unknown,NOTA,NOTA,6695,9,6704,1387288,4865,NULL
2014,Bihar,Maharajganj,"Janardan Singh "Sigriwal"""",M,50,GEN,BJP,Lotus,320645,108,320753,1642068,4866,NULL
2014,Bihar,Maharajganj,"Nagendra Prasad",M,49,GEN,BSP,Elephant,11187,2,11189,1642068,4867,NULL
2014,Bihar,Maharajganj,"Prabhu Nath Singh",M,61,GEN,RJD,"Hurricane Lamp",282171,167,282338,1642068,4868,NULL
2014,Bihar,Maharajganj,"Manoranjan Singh",M,54,GEN,JD(U),Arrow,149436,47,149483,1642068,4869,NULL
2014,Bihar,Maharajganj,"Byas Manjhi",M,43,SC,BMUP,Cot,4796,0,4796,1642068,4870,NULL
2014,Bihar,Maharajganj,"Rina Rani",F,40,GEN,AAAP,Broom,6429,1,6430,1642068,4871,NULL
2014,Bihar,Maharajganj,"Umashankar Tiwari",M,38,GEN,IND,Cauliflower,11598,1,11599,1642068,4872,NULL
2014,Bihar,Maharajganj,"Dr. Gopal Prasad",M,63,GEN,IND,Bat,10601,1,10602,1642068,4873,NULL
2014,Bihar,Maharajganj,"Brinda Pathak",M,68,GEN,IND,Kite,17186,0,17186,1642068,4874,NULL
2014,Bihar,Maharajganj,"Shiv Nath Mahto",M,57,GEN,IND,Coconut,8874,0,8874,1642068,4875,NULL
2014,Bihar,Maharajganj,NOTA,Unknown,46,Unknown,NOTA,NOTA,23404,0,23404,1642068,4876,NULL
2014,"Uttar Pradesh",Maharajganj,Akhilesh,M,50,GEN,SP,Bicycle,213973,1,213974,1743131,4877,NULL
2014,"Uttar Pradesh",Maharajganj,"Kashi Nath Shukla",M,59,GEN,BSP,Elephant,231084,0,231084,1743131,4878,NULL
2014,"Uttar Pradesh",Maharajganj,Pankaj,M,44,GEN,BJP,Lotus,471541,1,471542,1743131,4879,NULL
2014,"Uttar Pradesh",Maharajganj,"Harsh Vardhan",M,66,GEN,INC,Hand,57193,0,57193,1743131,4880,NULL
2014,"Uttar Pradesh",Maharajganj,"Arat Kharvar",M,48,GEN,BMUP,Cot,3752,0,3752,1743131,4881,NULL
2014,"Uttar Pradesh",Maharajganj,Kavilas,M,35,GEN,SBSP,Ring,5195,0,5195,1743131,4882,NULL
2014,"Uttar Pradesh",Maharajganj,Mummataj,M,34,GEN,PECP,"Ceiling Fan",3582,0,3582,1743131,4883,NULL
2014,"Uttar Pradesh",Maharajganj,"Mangal Lal",M,69,GEN,LD,"Battery Torch",1491,0,1491,1743131,4884,NULL
2014,"Uttar Pradesh",Maharajganj,"Pashupati Nath Gupta",M,55,GEN,AAAP,Broom,3196,0,3196,1743131,4885,NULL
2014,"Uttar Pradesh",Maharajganj,Radheyshyam,M,31,SC,MBCOI,Scissors,1961,0,1961,1743131,4886,NULL
2014,"Uttar Pradesh",Maharajganj,Ramsamujh,M,59,GEN,S(J),"Auto- Rickshaw",5001,0,5001,1743131,4887,NULL
2014,"Uttar Pradesh",Maharajganj,"Vimlesh Tripathi",M,30,GEN,NAP,"HOCKEY & BALL",2339,0,2339,1743131,4888,NULL
2014,"Uttar Pradesh",Maharajganj,Shivcharan,M,25,GEN,jhspt,BUCKET,3455,0,3455,1743131,4889,NULL
2014,"Uttar Pradesh",Maharajganj,"Shree Akhilesh Kumar",M,30,GEN,ADUP,Kettle,5422,0,5422,1743131,4890,NULL
2014,"Uttar Pradesh",Maharajganj,Ajaydhar,M,35,GEN,IND,Bat,4079,0,4079,1743131,4891,NULL
2014,"Uttar Pradesh",Maharajganj,"Anil Kumar Shahani",M,38,GEN,IND,Telephone,15517,0,15517,1743131,4892,NULL
2014,"Uttar Pradesh",Maharajganj,"Govind Das",M,55,GEN,IND,"Diesel Pump",4216,0,4216,1743131,4893,NULL
2014,"Uttar Pradesh",Maharajganj,"Tej Pratap",M,49,GEN,IND,Cauliflower,6131,0,6131,1743131,4894,NULL
2014,"Uttar Pradesh",Maharajganj,"Dayaram Nishad",M,34,GEN,IND,"Cup & Saucer",4210,0,4210,1743131,4895,NULL
2014,"Uttar Pradesh",Maharajganj,"Dinesh Kumar",M,60,SC,IND,"Walking Stick",1671,0,1671,1743131,4896,NULL
2014,"Uttar Pradesh",Maharajganj,Dinanath,M,41,SC,IND,"Sewing Machine",2149,0,2149,1743131,4897,NULL
2014,"Uttar Pradesh",Maharajganj,"Rakesh Kumar Giri",M,37,GEN,IND,Hat,2545,0,2545,1743131,4898,NULL
2014,"Uttar Pradesh",Maharajganj,"Rakesh Kumar Gupta",M,27,GEN,IND,"Gas Cylinder",1828,0,1828,1743131,4899,NULL
2014,"Uttar Pradesh",Maharajganj,NOTA,Unknown,46,Unknown,NOTA,NOTA,4545,0,4545,1743131,4900,NULL
2014,Telangana,Mahbubnagar,"Kadire Krishna",M,37,SC,BSP,Elephant,15690,89,15779,1418668,4901,NULL
2014,Telangana,Mahbubnagar,"Dr. Janardhan Reddy Nagam",M,65,GEN,BJP,Lotus,270102,2689,272791,1418668,4902,NULL
2014,Telangana,Mahbubnagar,"Jaipal Reddy Sudini",M,72,GEN,INC,Hand,330167,1471,331638,1418668,4903,NULL
2014,Telangana,Mahbubnagar,"Ap Jithender Reddy",M,60,GEN,TRS,Car,332581,1647,334228,1418668,4904,NULL
2014,Telangana,Mahbubnagar,S.R.Premaiah,M,60,SC,PPOI,"Auto- Rickshaw",30379,9,30388,1418668,4905,NULL
2014,Telangana,Mahbubnagar,"H.A. Rahman",M,44,GEN,YSRCP,"Ceiling Fan",9065,40,9105,1418668,4906,NULL
2014,Telangana,Mahbubnagar,"Ibrahim Syed",M,44,GEN,IND,Almirah,4487,62,4549,1418668,4907,NULL
2014,Telangana,Mahbubnagar,"Dr. Chandra Sekhar. A",M,45,GEN,IND,Stethoscope,3983,50,4033,1418668,4908,NULL
2014,Telangana,Mahbubnagar,"S. Shiva Shankar",M,45,GEN,IND,"Air Conditioner",3242,10,3252,1418668,4909,NULL
2014,Telangana,Mahbubnagar,NOTA,Unknown,46,Unknown,NOTA,NOTA,9016,21,9037,1418668,4910,NULL
2014,Gujarat,Mahesana,"Thakor Kevalji Nathaji",M,55,GEN,BSP,Elephant,9675,91,9766,1498219,4911,NULL
2014,Gujarat,Mahesana,"Patel Jayshreeben Kanubhai",F,55,GEN,BJP,Lotus,577225,3025,580250,1498219,4912,NULL
2014,Gujarat,Mahesana,"Patel Jivabhai Ambalal",M,75,GEN,INC,Hand,368204,3155,371359,1498219,4913,NULL
2014,Gujarat,Mahesana,"Girishji Jenaji Dabhi",M,38,GEN,BNJD,Kite,4813,12,4825,1498219,4914,NULL
2014,Gujarat,Mahesana,"Chaudhary Dineshbhai Salubhai",M,37,GEN,VHS,Batsman,1069,15,1084,1498219,4915,NULL
2014,Gujarat,Mahesana,"Zala Indrajitsinh Mahendrasinh",M,36,GEN,SP,Bicycle,1327,13,1340,1498219,4916,NULL
2014,Gujarat,Mahesana,"Thakor Mansangji Punjaji",M,56,GEN,BMUP,Cot,1241,10,1251,1498219,4917,NULL
2014,Gujarat,Mahesana,"Patel Dilipbhai Somabhai",M,46,GEN,HJP,Almirah,1032,0,1032,1498219,4918,NULL
2014,Gujarat,Mahesana,"Smt Vandanaben Dineshkumar Patel",F,39,GEN,AAAP,Broom,3659,72,3731,1498219,4919,NULL
2014,Gujarat,Mahesana,"Thakor Baldevji Maganji",M,57,GEN,IND,"Cup & Saucer",1622,31,1653,1498219,4920,NULL
2014,Gujarat,Mahesana,"Thakor Babuji Dhanaji",M,59,GEN,IND,"Sewing Machine",1780,24,1804,1498219,4921,NULL
2014,Gujarat,Mahesana,"Thakor Samaratji Balvantsinh",M,35,GEN,IND,"Gas Cylinder",2424,3,2427,1498219,4922,NULL
2014,Gujarat,Mahesana,"Prajapati Vitthalbhai Virdas",M,61,GEN,IND,"Auto- Rickshaw",5977,5,5982,1498219,4923,NULL
2014,Gujarat,Mahesana,"Mahmad Azam Haiderkhan Pathan",M,29,GEN,IND,"HOCKEY & BALL",6133,6,6139,1498219,4924,NULL
2014,Gujarat,Mahesana,NOTA,Unknown,46,Unknown,NOTA,NOTA,11554,61,11615,1498219,4925,NULL
2014,"Uttar Pradesh",Mainpuri,"Mulayam Singh Yadav",M,74,GEN,SP,Bicycle,595455,463,595918,1653058,4926,NULL
2014,"Uttar Pradesh",Mainpuri,"Shatrughan Singh Chauhan",M,55,GEN,BJP,Lotus,231117,135,231252,1653058,4927,NULL
2014,"Uttar Pradesh",Mainpuri,"Dr. Sanghmitra Maurya",F,28,GEN,BSP,Elephant,142728,105,142833,1653058,4928,NULL
2014,"Uttar Pradesh",Mainpuri,"Abu Nasim Pathan",M,39,GEN,PECP,"Ceiling Fan",2094,1,2095,1653058,4929,NULL
2014,"Uttar Pradesh",Mainpuri,"Baba Hardev Singh",M,66,GEN,AAAP,Broom,5580,8,5588,1653058,4930,NULL
2014,"Uttar Pradesh",Mainpuri,"Shishupal Singh",M,41,GEN,BSCP,FLUTE,561,0,561,1653058,4931,NULL
2014,"Uttar Pradesh",Mainpuri,"Satendra Veer Singh Chauhan",M,48,GEN,AIFB,Lion,872,0,872,1653058,4932,NULL
2014,"Uttar Pradesh",Mainpuri,"Ashok Kumar",M,38,GEN,IND,"Electric Pole",694,1,695,1653058,4933,NULL
2014,"Uttar Pradesh",Mainpuri,"Alok Nandan",M,27,SC,IND,"Pen Nib with Seven Rays",5644,1,5645,1653058,4934,NULL
2014,"Uttar Pradesh",Mainpuri,"Mukesh Kumar",M,25,GEN,IND,Almirah,915,1,916,1653058,4935,NULL
2014,"Uttar Pradesh",Mainpuri,"Mukesh Kumar Shakya",M,46,GEN,IND,Helmet,2542,0,2542,1653058,4936,NULL
2014,"Uttar Pradesh",Mainpuri,Rajeshwari,F,49,GEN,IND,Ring,1746,0,1746,1653058,4937,NULL
2014,"Uttar Pradesh",Mainpuri,"Hakim Singh",M,49,GEN,IND,Cot,2278,1,2279,1653058,4938,NULL
2014,"Uttar Pradesh",Mainpuri,NOTA,Unknown,46,Unknown,NOTA,NOTA,6312,11,6323,1653058,4939,NULL
2014,Kerala,Malappuram,"E. Ahamed",M,76,GEN,IUML,Ladder,437520,203,437723,1198444,4940,NULL
2014,Kerala,Malappuram,Ilyas,M,42,GEN,BSP,Elephant,2744,1,2745,1198444,4941,NULL
2014,Kerala,Malappuram,"Adv. N.Sreeprakash",M,44,GEN,BJP,Lotus,64643,62,64705,1198444,4942,NULL
2014,Kerala,Malappuram,P.K.Sainaba,F,51,GEN,CPM,"Hammer, Sickle and Star",242775,209,242984,1198444,4943,NULL
2014,Kerala,Malappuram,"Prof. P.Ismail",M,61,GEN,WPOI,"Gas Cylinder",29179,37,29216,1198444,4944,NULL
2014,Kerala,Malappuram,"Nasarudheen Elamaram",M,47,GEN,SDPI,"Ceiling Fan",47843,10,47853,1198444,4945,NULL
2014,Kerala,Malappuram,"Anwar Shakeel Omar",M,50,GEN,IND,Scissors,1214,1,1215,1198444,4946,NULL
2014,Kerala,Malappuram,"Dr. M.V. Ibrahim",M,36,GEN,IND,"Auto- Rickshaw",1376,0,1376,1198444,4947,NULL
2014,Kerala,Malappuram,Gopinathan.N,M,61,GEN,IND,"Battery Torch",2491,0,2491,1198444,4948,NULL
2014,Kerala,Malappuram,Sreedharan,M,55,SC,IND,"Sewing Machine",1329,1,1330,1198444,4949,NULL
2014,Kerala,Malappuram,NOTA,Unknown,46,Unknown,NOTA,NOTA,21822,7,21829,1198444,4950,NULL
2014,"West Bengal","Maldaha Dakshin","Abu Hasem Khan Chowdhury",M,70,GEN,INC,Hand,379646,645,380291,1347143,4951,NULL
2014,"West Bengal","Maldaha Dakshin","Abul Hasnat Khan",M,67,GEN,CPM,"Hammer, Sickle and Star",208396,1084,209480,1347143,4952,NULL
2014,"West Bengal","Maldaha Dakshin","Nikhil Chandra Mandal",M,44,SC,BSP,Elephant,6133,5,6138,1347143,4953,NULL
2014,"West Bengal","Maldaha Dakshin","Bisnu Pada Roy",M,50,GEN,BJP,Lotus,215516,664,216180,1347143,4954,NULL
2014,"West Bengal","Maldaha Dakshin","Md Moazzem Hossain",M,57,GEN,AITC,"Flowers and Grass",192064,568,192632,1347143,4955,NULL
2014,"West Bengal","Maldaha Dakshin","Imtiaz Ahmed Mollah",M,47,GEN,SDPI,"Ceiling Fan",12942,10,12952,1347143,4956,NULL
2014,"West Bengal","Maldaha Dakshin","Dipak Singh",M,49,GEN,RaJSP,"Electric Pole",1448,1,1449,1347143,4957,NULL
2014,"West Bengal","Maldaha Dakshin","Nasmul Hoque",M,35,GEN,PDS,Kite,2466,0,2466,1347143,4958,NULL
2014,"West Bengal","Maldaha Dakshin","Firoz Akhtar",M,46,GEN,BMUP,Cot,1342,0,1342,1347143,4959,NULL
2014,"West Bengal","Maldaha Dakshin","Bimal Mardi",M,30,ST,JDP,"Cup & Saucer",1920,1,1921,1347143,4960,NULL
2014,"West Bengal","Maldaha Dakshin","Mursed Sekh",M,36,GEN,RPI(A),"Sewing Machine",2719,1,2720,1347143,4961,NULL
2014,"West Bengal","Maldaha Dakshin","Md Ezaruddin",M,79,GEN,JeSM,"Walking Stick",3375,2,3377,1347143,4962,NULL
2014,"West Bengal","Maldaha Dakshin","Md Najrul Islam",M,35,GEN,AIUDF,"Lock and Key",21198,9,21207,1347143,4963,NULL
2014,"West Bengal","Maldaha Dakshin","Md Faruque Hossain (Sahityaratna)",M,39,GEN,IUML,Ladder,3279,3,3282,1347143,4964,NULL
2014,"West Bengal","Maldaha Dakshin","Naresh Rishi",M,61,SC,IND,Iron,6616,0,6616,1347143,4965,NULL
2014,"West Bengal","Maldaha Dakshin","Manjur Alahi Munshi",M,49,GEN,IND,Scissors,11426,0,11426,1347143,4966,NULL
2014,"West Bengal","Maldaha Dakshin","Sadhan Chatterjee",M,61,GEN,IND,Shuttle,10536,0,10536,1347143,4967,NULL
2014,"West Bengal","Maldaha Dakshin",NOTA,Unknown,46,Unknown,NOTA,NOTA,8358,34,8392,1347143,4968,NULL
2014,"West Bengal","Maldaha Uttar","Khagen Murmu",M,59,ST,CPM,"Hammer, Sickle and Star",322265,639,322904,1425428,4969,NULL
2014,"West Bengal","Maldaha Uttar","Chitta Ranjan Kirttania",M,65,GEN,BSP,Elephant,6223,6,6229,1425428,4970,NULL
2014,"West Bengal","Maldaha Uttar","Mausam Noor",F,34,GEN,INC,Hand,388241,368,388609,1425428,4971,NULL
2014,"West Bengal","Maldaha Uttar","Subhash Krishna Goswami",M,69,GEN,BJP,Lotus,178639,361,179000,1425428,4972,NULL
2014,"West Bengal","Maldaha Uttar","Soumitra Ray",M,54,GEN,AITC,"Flowers and Grass",196886,427,197313,1425428,4973,NULL
2014,"West Bengal","Maldaha Uttar","Abdul Khaleque",M,46,GEN,AIUDF,"Lock and Key",4647,3,4650,1425428,4974,NULL
2014,"West Bengal","Maldaha Uttar","Imanuyel Hemram (Baidya)",M,33,ST,JDP,"Cup & Saucer",6803,2,6805,1425428,4975,NULL
2014,"West Bengal","Maldaha Uttar","Gautam Sarkar",M,37,SC,SUCI,"Glass Tumbler",8988,0,8988,1425428,4976,NULL
2014,"West Bengal","Maldaha Uttar","Nurul Islam Majidi",M,56,GEN,WPOI,Scissors,7118,10,7128,1425428,4977,NULL
2014,"West Bengal","Maldaha Uttar","Bishnupada Barman",M,48,SC,AMB,Candles,4225,0,4225,1425428,4978,NULL
2014,"West Bengal","Maldaha Uttar","Minara Khatun",F,32,GEN,HKRD,Pot,3348,0,3348,1425428,4979,NULL
2014,"West Bengal","Maldaha Uttar","Milan Das",M,51,GEN,SP,Bicycle,12160,3,12163,1425428,4980,NULL
2014,"West Bengal","Maldaha Uttar","Monatan Hembram",M,29,ST,BMUP,Cot,4693,3,4696,1425428,4981,NULL
2014,"West Bengal","Maldaha Uttar","Suren Murmu",M,40,ST,IND,Dao,6446,0,6446,1425428,4982,NULL
2014,"West Bengal","Maldaha Uttar",NOTA,Unknown,46,Unknown,NOTA,NOTA,10470,11,10481,1425428,4983,NULL
2014,Telangana,Malkajgiri,Karunakar.R,M,48,GEN,BSP,Elephant,6111,22,6133,3183083,4984,NULL
2014,Telangana,Malkajgiri,"Ch.Malla Reddy",M,56,GEN,TDP,Bicycle,522423,933,523356,3183083,4985,NULL
2014,Telangana,Malkajgiri,"Sarvey Sathyanarayana",M,60,GEN,INC,Hand,232989,541,233530,3183083,4986,NULL
2014,Telangana,Malkajgiri,"Hanumanth Rao Mynampally",M,47,GEN,TRS,Car,493433,1757,495190,3183083,4987,NULL
2014,Telangana,Malkajgiri,"Dr.Jayaprakash  Narayan .N",M,58,GEN,LSP,Whistle,157530,718,158248,3183083,4988,NULL
2014,Telangana,Malkajgiri,"Jajula Bhaskar",M,39,GEN,SHP,"Auto- Rickshaw",7951,2,7953,3183083,4989,NULL
2014,Telangana,Malkajgiri,"V.Dinesh Reddy",M,60,GEN,YSRCP,"Ceiling Fan",114941,280,115221,3183083,4990,NULL
2014,Telangana,Malkajgiri,"Divakar Dharanikota Sudhakar",M,28,GEN,AIMIM,Almirah,18535,9,18544,3183083,4991,NULL
2014,Telangana,Malkajgiri,"Paduri Srinivas Reddy",M,39,GEN,TLP,"Gas Cylinder",793,9,802,3183083,4992,NULL
2014,Telangana,Malkajgiri,"Bandi Sudhakar",M,39,GEN,JaSPa,Chappals,4088,7,4095,3183083,4993,NULL
2014,Telangana,Malkajgiri,Murari.T.N,M,60,GEN,SHS,"Bow & Arrow",1388,2,1390,3183083,4994,NULL
2014,Telangana,Malkajgiri,"Sathyanarayana Yaadav Peddiboyina",M,40,GEN,BCBDP,Candles,593,3,596,3183083,4995,NULL
2014,Telangana,Malkajgiri,"Sutharapu Padmaiah",M,60,GEN,APRSSP,Batsman,527,2,529,3183083,4996,NULL
2014,Telangana,Malkajgiri,"Dr.N.V.Sudha Kiran",M,48,GEN,AAAP,Broom,8264,37,8301,3183083,4997,NULL
2014,Telangana,Malkajgiri,"Surakanti Venkat Reddy",M,50,GEN,PPOI,Television,2048,1,2049,3183083,4998,NULL
2014,Telangana,Malkajgiri,Anjaneyulu.E,M,28,GEN,IND,Bat,2675,2,2677,3183083,4999,NULL
2014,Telangana,Malkajgiri,"Kante Sayanna",M,35,GEN,IND,Stethoscope,2260,1,2261,3183083,5000,NULL
2014,Telangana,Malkajgiri,"Koyalkar Bhoj Raj",M,56,GEN,IND,"Basket containing Fruits",1547,0,1547,3183083,5001,NULL
2014,Telangana,Malkajgiri,"Gajabinkar Bansilal",M,47,GEN,IND,"Air Conditioner",1416,0,1416,3183083,5002,NULL
2014,Telangana,Malkajgiri,"Dasari Bharath Reddy",M,28,GEN,IND,"Cup & Saucer",1693,0,1693,3183083,5003,NULL
2014,Telangana,Malkajgiri,"Prof. K.Nageshwar",M,50,GEN,IND,Telephone,13037,202,13239,3183083,5004,NULL
2014,Telangana,Malkajgiri,"M.Nageswara Rao",M,60,GEN,IND,"Letter Box",1264,37,1301,3183083,5005,NULL
2014,Telangana,Malkajgiri,"Peesari Satish Reddy",M,32,GEN,IND,Harmonium,1325,0,1325,3183083,5006,NULL
2014,Telangana,Malkajgiri,"Potturi Tulasi Das",M,62,GEN,IND,"Walking Stick",411,0,411,3183083,5007,NULL
2014,Telangana,Malkajgiri,"Polisetty Krishna Rao",M,28,GEN,IND,Bottle,495,1,496,3183083,5008,NULL
2014,Telangana,Malkajgiri,D.Bikshapathi,M,40,GEN,IND,Camera,5715,2,5717,3183083,5009,NULL
2014,Telangana,Malkajgiri,"Rahul Pandit",M,48,GEN,IND,"Battery Torch",897,2,899,3183083,5010,NULL
2014,Telangana,Malkajgiri,"Vattikuti Ramarao Goud",M,28,GEN,IND,"Pen Nib with Seven Rays",1031,1,1032,3183083,5011,NULL
2014,Telangana,Malkajgiri,M.T.Varughese,M,50,GEN,IND,"Gas Stove",1025,1,1026,3183083,5012,NULL
2014,Telangana,Malkajgiri,"B.Veera Hanumantha Reddy",M,48,GEN,IND,Slate,775,0,775,3183083,5013,NULL
2014,Telangana,Malkajgiri,NOTA,Unknown,46,Unknown,NOTA,NOTA,8666,26,8692,3183083,5014,NULL
2014,"Himachal Pradesh",Mandi,"Kushal Bhardwaj",M,45,GEN,CPM,"Hammer, Sickle and Star",13955,10,13965,1150408,5015,NULL
2014,"Himachal Pradesh",Mandi,"Pratibha Singh",F,57,GEN,INC,Hand,322465,503,322968,1150408,5016,NULL
2014,"Himachal Pradesh",Mandi,"Ram Swaroop Sharma",M,55,GEN,BJP,Lotus,362338,486,362824,1150408,5017,NULL
2014,"Himachal Pradesh",Mandi,"Lala Ram",M,38,GEN,BSP,Elephant,5163,4,5167,1150408,5018,NULL
2014,"Himachal Pradesh",Mandi,"Jai Chand Thakur",M,62,GEN,AAAP,Broom,9345,14,9359,1150408,5019,NULL
2014,"Himachal Pradesh",Mandi,"Devender Dev",M,55,GEN,BMUP,Cot,901,0,901,1150408,5020,NULL
2014,"Himachal Pradesh",Mandi,"Puni Chand",M,43,GEN,SP,Bicycle,923,0,923,1150408,5021,NULL
2014,"Himachal Pradesh",Mandi,"Bhag Chand Rana",M,38,GEN,IND,"Battery Torch",1868,0,1868,1150408,5022,NULL
2014,"Himachal Pradesh",Mandi,"Subhash Mohan Snehi",M,35,GEN,IND,Coconut,1928,0,1928,1150408,5023,NULL
2014,"Himachal Pradesh",Mandi,NOTA,Unknown,46,Unknown,NOTA,NOTA,6184,7,6191,1150408,5024,NULL
2014,"Madhya Pradesh",Mandla,"Omkar Singh Markam",M,36,ST,INC,Hand,474909,342,475251,1824702,5025,NULL
2014,"Madhya Pradesh",Mandla,"Faggan Singh Kulaste",M,54,ST,BJP,Lotus,584540,1180,585720,1824702,5026,NULL
2014,"Madhya Pradesh",Mandla,"Shambhu Singh Maravi",M,57,ST,BSP,Elephant,21258,8,21266,1824702,5027,NULL
2014,"Madhya Pradesh",Mandla,"Inder Singh Uikey",M,47,ST,APoI,Coat,11929,1,11930,1824702,5028,NULL
2014,"Madhya Pradesh",Mandla,"Khuman Singh Armo",M,69,ST,AAAP,Broom,11512,36,11548,1824702,5029,NULL
2014,"Madhya Pradesh",Mandla,"Anuj Ganga Singh Patta",M,44,ST,GGP,Saw,56565,7,56572,1824702,5030,NULL
2014,"Madhya Pradesh",Mandla,"Phool Singh Dhurwey",M,43,ST,CSM,Whistle,4973,7,4980,1824702,5031,NULL
2014,"Madhya Pradesh",Mandla,"Baishakhoo Maravi",M,39,ST,BHSSP,Batsman,4954,2,4956,1824702,5032,NULL
2014,"Madhya Pradesh",Mandla,"Mahatalal Barkade",M,38,ST,NPEP,Book,6721,3,6724,1824702,5033,NULL
2014,"Madhya Pradesh",Mandla,"Ghanshyam Kudape",M,42,ST,IND,Bat,11265,0,11265,1824702,5034,NULL
2014,"Madhya Pradesh",Mandla,NOTA,Unknown,46,Unknown,NOTA,NOTA,28288,18,28306,1824702,5035,NULL
2014,"Madhya Pradesh",Mandsaur,Krantiparivartan,M,32,SC,BSP,Elephant,8099,5,8104,1626556,5036,NULL
2014,"Madhya Pradesh",Mandsaur,"Meenakshi Natarajan",F,40,GEN,INC,Hand,394470,216,394686,1626556,5037,NULL
2014,"Madhya Pradesh",Mandsaur,"Sudhir Gupta",M,54,GEN,BJP,Lotus,697620,715,698335,1626556,5038,NULL
2014,"Madhya Pradesh",Mandsaur,"Shaikh Azizuddin Quraishi",M,70,GEN,AIFB,Lion,7990,2,7992,1626556,5039,NULL
2014,"Madhya Pradesh",Mandsaur,"Paras Saklecha Dada",M,59,GEN,AAAP,Broom,10155,28,10183,1626556,5040,NULL
2014,"Madhya Pradesh",Mandsaur,"Bano Bi",F,70,GEN,BMSM,"Basket containing Fruits",3441,0,3441,1626556,5041,NULL
2014,"Madhya Pradesh",Mandsaur,"Banshi Lal Patidar",M,57,GEN,"BA S D","Glass Tumbler",3501,0,3501,1626556,5042,NULL
2014,"Madhya Pradesh",Mandsaur,"Raju Malviya",M,41,SC,BMUP,Cot,1513,0,1513,1626556,5043,NULL
2014,"Madhya Pradesh",Mandsaur,"Ismaile Mew",M,49,GEN,IND,Carrot,1616,0,1616,1626556,5044,NULL
2014,"Madhya Pradesh",Mandsaur,"Nilesh Tiwari",M,38,GEN,IND,"Pressure Cooker",1685,0,1685,1626556,5045,NULL
2014,"Madhya Pradesh",Mandsaur,"Prof. Purushottam Meghwal",M,39,SC,IND,"Sewing Machine",2625,1,2626,1626556,5046,NULL
2014,"Madhya Pradesh",Mandsaur,"Minakshi Chouhan",F,38,GEN,IND,Bat,3151,0,3151,1626556,5047,NULL
2014,"Madhya Pradesh",Mandsaur,"Minakshi Pandey",F,34,GEN,IND,Telephone,8332,1,8333,1626556,5048,NULL
2014,"Madhya Pradesh",Mandsaur,"Sudhir Gautam",M,30,SC,IND,Cauliflower,7613,2,7615,1626556,5049,NULL
2014,"Madhya Pradesh",Mandsaur,NOTA,Unknown,46,Unknown,NOTA,NOTA,8563,5,8568,1626556,5050,NULL
2014,Karnataka,Mandya,M.Krishnamurthy,M,40,SC,BSP,Elephant,22366,25,22391,1669262,5051,NULL
2014,Karnataka,Mandya,C.S.Puttaraju,M,50,GEN,JD(S),"A lady farmer carrying paddy on her head",523942,428,524370,1669262,5052,NULL
2014,Karnataka,Mandya,Ramya,F,31,GEN,INC,Hand,518568,284,518852,1669262,5053,NULL
2014,Karnataka,Mandya,"Prof. B.Shivalingaiah",M,63,GEN,BJP,Lotus,86909,84,86993,1669262,5054,NULL
2014,Karnataka,Mandya,H.K.Krishna,M,42,SC,KAP,Batsman,8604,0,8604,1669262,5055,NULL
2014,Karnataka,Mandya,"Krishnamurthy Kommerahalli",M,52,SC,RPI(A),"Sewing Machine",1643,0,1643,1669262,5056,NULL
2014,Karnataka,Mandya,Jayachandra,M,52,SC,BMUP,Cot,1119,0,1119,1669262,5057,NULL
2014,Karnataka,Mandya,K.Mahadevappa,M,66,GEN,BDBRAJP,"Diesel Pump",1423,0,1423,1669262,5058,NULL
2014,Karnataka,Mandya,K.Shivananda,M,52,GEN,HJP,"Cup & Saucer",1165,0,1165,1669262,5059,NULL
2014,Karnataka,Mandya,"Dr. C.S.Hanumanthappa",M,70,GEN,AAAP,Broom,4096,2,4098,1669262,5060,NULL
2014,Karnataka,Mandya,"Aravind Premanand",M,40,GEN,IND,Whistle,1171,1,1172,1669262,5061,NULL
2014,Karnataka,Mandya,Arunakumara,M,33,GEN,IND,Kite,1178,1,1179,1669262,5062,NULL
2014,Karnataka,Mandya,Ashraf,M,36,GEN,IND,"Ceiling Fan",2163,0,2163,1669262,5063,NULL
2014,Karnataka,Mandya,K.Udayakumara,M,41,GEN,IND,Coconut,3070,0,3070,1669262,5064,NULL
2014,Karnataka,Mandya,N.C.Puttaraju,M,40,GEN,IND,Television,4019,2,4021,1669262,5065,NULL
2014,Karnataka,Mandya,Bhanuprakash.K.L,M,33,GEN,IND,"Auto- Rickshaw",4354,0,4354,1669262,5066,NULL
